gaming clip,student,batch,is gaming?,AvgTimrPerAction,Number of Context Changes,Number of Correct Actions,Minimum time between actions,Number of actions faster than average for clip,Number of duplicated inputs,Has 3 or more duplicated inputs,Number of help requests,Has 3 or more help requests,Number WrongActions,Number of consecutive help requests,Sum of frequency of wrong + frequency of consecutive help,Number of BUG,Number of actions slower than the global average action time (~13 seconds),Number of consecutive wrong in the same context,Help Request Rate,Count of short action (3 seconds or less),Number of Unique Input,Number of Blank Actions,Number of Hint_without_attempt,Avg_Time_Per_Incorrect_Actions
308225,N39Uc7ru04l,6,G,9.2,3,1,2,3,2,0,1,0,3,0,0,0,2,2,0.2,2,3,5,1,4.75
308250,N39Uc7ru04l,6,N,11.2,4,1,2,4,1,0,1,0,1,0,0,2,1,0,0.2,1,3,5,1,5
308264,N39Uc7ru04l,6,G,9.8,2,1,1,3,1,0,1,0,2,0,0,1,1,2,0.2,2,4,5,1,12.67
308436,N39Uc7ru04l,6,G,2,0,0,0,2,1,0,2,0,3,0,0,0,0,3,0.4,4,4,5,1,6
308597,N589M2uPIY4,8,G,21,4,2,6,3,1,0,0,0,3,0,0,0,2,1,0,0,3,5,0,25.5
308746,N589M2uPIY4,8,N,14,3,0,2,3,2,0,0,0,4,0,0,1,2,2,0,1,3,5,0,4.8
308758,N589M2uPIY4,8,G,3.2,3,4,2,4,0,0,0,0,1,0,0,0,0,0,0,4,5,5,0,14
308861,N589M2uPIY4,8,G,29.2,4,3,3,4,0,0,0,0,1,0,0,1,3,0,0,1,5,5,0,11.5
308962,N589M2uPIY4,8,G,19,1,0,1,3,1,0,1,0,3,0,0,1,2,2,0.2,1,4,5,0,17.5
309038,N589M2uPIY4,8,N,6,3,0,-1,4,2,0,3,1,1,2,2,1,1,0,0.6,1,3,5,2,0.6
309049,N589M2uPIY4,8,G,19.2,3,2,8,4,1,0,0,0,1,0,0,2,3,0,0,0,4,5,0,10.5
309072,N589M2uPIY4,8,N,3.2,5,1,2,3,1,0,0,0,1,0,0,3,0,0,0,3,3,5,0,32
309166,N589M2uPIY4,8,G,23.2,0,0,3,4,3,1,1,0,4,0,0,0,2,4,0.2,1,2,5,0,15.33
309219,N589M2uPIY4,8,G,26.4,4,1,1,3,1,0,0,0,3,0,0,1,3,0,0,1,3,5,0,10.75
309284,N589M2uPIY4,8,N,16.6,5,5,1,3,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,9.33
309296,N589M2uPIY4,8,G,14,0,0,0,2,1,0,1,0,3,0,0,1,3,2,0.2,1,4,5,0,0
309384,N589M2uPIY4,8,G,14.4,1,0,6,2,2,0,3,1,2,2,2,0,3,1,0.6,0,3,5,3,8
309420,N589M2uPIY4,8,N,8.8,0,0,5,2,0,0,5,1,0,4,4,0,0,0,1,0,5,5,5,338
309518,N589M2uPIY4,8,N,12.8,3,5,0,4,2,0,0,0,0,0,0,0,1,0,0,3,5,5,0,11
309701,N589M2uPIY4,8,N,12,0,0,0,2,2,0,2,0,2,1,1,1,2,2,0.4,1,3,5,1,18.5
309972,N589M2uPIY4,8,N,18.8,4,5,0,4,2,0,0,0,0,0,0,0,3,0,0,2,4,5,0,7.5
310073,N589M2uPIY4,8,G,17.8,3,2,-1,3,1,0,0,0,0,0,0,3,2,0,0,1,4,5,0,0
310398,N589M2uPIY4,8,G,12.4,4,3,3,3,0,0,0,0,2,0,0,0,2,1,0,1,4,0,0,20
310445,N589M2uPIY4,8,N,29.8,4,3,3,3,0,0,2,0,0,0,0,0,2,0,0.4,1,4,2,2,7
310558,N589M2uPIY4,8,N,15.4,3,4,4,4,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,39
310621,N589M2uPIY4,8,N,8,0,1,3,3,0,0,2,0,1,0,0,1,1,1,0.4,1,4,2,1,41
310718,N589M2uPIY4,8,N,6.8,2,2,0,2,2,0,1,0,1,0,0,1,0,1,0.2,1,3,4,0,65
310766,N589M2uPIY4,8,N,21.6,2,4,0,3,0,0,0,0,1,0,0,0,3,0,0,2,5,5,0,17
310805,N589M2uPIY4,8,N,16.2,4,4,5,3,1,0,0,0,0,0,0,1,2,0,0,0,4,5,0,35.33
310823,N589M2uPIY4,8,N,8.8,5,5,5,2,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,11
310969,N589M2uPIY4,8,G,27,0,0,0,4,1,0,1,0,2,0,0,2,3,2,0.2,1,4,5,0,2
311021,N589M2uPIY4,8,G,19.8,0,0,1,3,2,0,1,0,2,0,0,2,3,1,0.2,1,3,5,0,10
311055,N589M2uPIY4,8,N,24,4,4,2,4,0,0,0,0,1,0,0,0,1,0,0,1,5,5,0,27
311107,N589M2uPIY4,8,N,17.6,1,1,8,3,0,0,0,0,2,0,0,2,3,1,0,0,5,5,0,7
311161,N589M2uPIY4,8,G,13.8,1,0,7,3,1,0,1,0,3,0,0,1,2,2,0.2,0,4,5,0,23
312101,N589M2uPIY4,8,N,17.8,1,0,4,3,0,0,1,0,3,0,0,1,2,2,0.2,0,5,1,0,93
312145,N589M2uPIY4,8,G,18.2,5,4,-1,3,0,0,0,0,1,0,0,0,3,0,0,0,5,5,0,24
312189,N589M2uPIY4,8,N,14.8,2,3,1,2,0,0,1,0,1,0,0,0,3,0,0.2,2,5,5,1,22
312200,N589M2uPIY4,8,N,15,2,2,5,3,1,0,1,0,2,0,0,0,2,1,0.2,0,4,5,0,28
312396,N589M2uPIY4,8,N,6,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0
312792,N589M2uPIY4,8,G,24.8,4,5,4,2,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,38.67
313208,N589M2uPIY4,8,G,21.4,3,3,-1,4,1,0,0,0,0,0,0,2,1,0,0,1,4,5,0,0
314537,N589M2uPIY4,8,G,26,4,4,5,3,0,0,0,0,0,0,0,1,3,0,0,0,5,5,0,7.33
314564,N589M2uPIY4,8,G,5.6,2,3,2,3,0,0,0,0,0,0,0,2,0,0,0,2,5,5,0,6
314700,N589M2uPIY4,8,G,20.8,3,2,4,4,1,0,1,0,0,0,0,2,2,0,0.2,0,4,5,0,6
314751,N589M2uPIY4,8,G,14.8,2,3,3,4,0,0,0,0,2,0,0,0,1,0,0,1,5,5,0,18
314817,N589M2uPIY4,8,G,16.2,3,4,1,4,0,0,0,0,0,0,0,1,2,0,0,1,5,5,0,0
314872,N589M2uPIY4,8,G,11.8,4,4,-1,3,0,0,0,0,0,0,0,1,2,0,0,0,5,5,0,354
316303,N77y7iIIXuv,10,G,6.2,3,1,3,3,1,0,1,0,0,0,0,3,0,0,0.2,2,4,5,1,13
316336,N77y7iIIXuv,10,N,21.8,2,3,11,3,0,0,0,0,0,0,0,2,2,0,0,0,5,5,0,11
316584,N77y7iIIXuv,10,G,16.2,3,2,6,4,0,0,0,0,0,0,0,3,2,0,0,0,5,5,0,15.5
316636,N77y7iIIXuv,10,N,13.4,5,4,-1,3,0,0,0,0,0,0,0,1,2,0,0,0,5,5,0,5
316647,N77y7iIIXuv,10,G,12.8,4,3,8,2,0,0,0,0,2,0,0,0,2,1,0,0,5,5,0,29
316799,N77y7iIIXuv,10,N,10.8,5,3,3,3,0,0,0,0,2,0,0,0,1,0,0,1,4,5,0,19
316853,N77y7iIIXuv,10,G,10.4,5,5,6,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,17
316978,N77y7iIIXuv,10,N,13.6,4,5,7,3,0,0,0,0,0,0,0,0,2,0,0,0,4,5,0,15.67
317144,N77y7iIIXuv,10,N,17.6,3,4,13,3,0,0,0,0,0,0,0,1,4,0,0,0,5,5,0,31.75
317397,N77y7iIIXuv,10,N,9.8,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2.75
317511,N77y7iIIXuv,10,G,13,2,2,7,2,0,0,1,0,0,0,0,2,3,0,0.2,0,5,1,0,0
317524,N77y7iIIXuv,10,G,15.4,2,4,6,2,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,10.5
317618,N77y7iIIXuv,10,G,8.2,3,3,-1,3,1,0,0,0,0,0,0,2,2,0,0,0,4,0,0,12
317641,N77y7iIIXuv,10,N,7.2,0,0,3,3,0,0,1,0,4,0,0,0,0,3,0.2,1,4,1,0,0
317765,N77y7iIIXuv,10,N,17.8,0,1,8,2,0,0,0,0,2,0,0,2,3,1,0,0,5,5,0,21
317822,N77y7iIIXuv,10,G,16.8,5,5,3,4,0,0,0,0,0,0,0,0,2,0,0,2,5,5,0,24.67
317870,N77y7iIIXuv,10,N,23.4,0,0,1,2,1,0,0,0,0,0,0,5,4,0,0,1,4,5,0,12.5
317900,N77y7iIIXuv,10,N,8.8,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0
318004,N77y7iIIXuv,10,G,22,5,5,1,3,0,0,0,0,0,0,0,0,2,0,0,1,5,4,0,25
318015,N77y7iIIXuv,10,N,12.6,4,5,6,2,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0
318096,N77y7iIIXuv,10,N,35.2,5,5,2,3,0,0,0,0,0,0,0,0,2,0,0,1,4,5,0,21
318985,N77y7iIIXuv,10,G,16.8,3,3,10,3,0,0,1,0,0,0,0,1,3,0,0.2,0,5,5,1,0
319062,N77y7iIIXuv,10,G,11.8,4,3,9,2,0,0,0,0,2,0,0,0,1,1,0,0,5,3,0,0
319150,N77y7iIIXuv,10,G,12.2,4,4,-1,4,0,0,0,0,0,0,0,1,1,0,0,2,5,5,0,15.67
319161,N77y7iIIXuv,10,N,9.4,1,0,0,2,1,0,1,0,3,0,0,1,1,3,0.2,2,4,5,0,-1
319323,N77y7iIIXuv,10,N,3.6,3,1,1,3,1,0,1,0,3,0,0,0,0,1,0.2,3,4,5,0,7.33
319404,N77y7iIIXuv,10,N,21.2,5,3,-1,3,1,0,0,0,0,0,0,2,2,0,0,0,4,4,0,5.5
319687,N77y7iIIXuv,10,N,36.4,4,0,20,3,1,0,0,0,4,0,0,1,5,0,0,0,4,5,0,16
319824,N77y7iIIXuv,10,G,8.2,5,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,12
320296,N77y7iIIXuv,10,G,11.4,5,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0
321156,N77y7iIIXuv,10,G,9.6,5,4,3,4,0,0,0,0,0,0,0,1,1,0,0,1,5,5,0,17
321256,N77y7iIIXuv,10,N,5.8,3,2,2,3,0,0,0,0,3,0,0,0,1,2,0,3,5,5,0,0
321356,N77y7iIIXuv,10,G,3.8,1,0,0,2,2,0,2,0,3,0,0,0,0,2,0.4,2,3,5,0,2.67
321437,N77y7iIIXuv,10,G,9.6,4,4,3,4,0,0,0,0,0,0,0,1,1,0,0,1,4,5,0,17.67
321760,N77y7iIIXuv,10,N,4,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,19.5
323225,N77y7iIIXuv,10,G,16.2,5,5,1,3,0,0,0,0,0,0,0,0,2,0,0,1,4,5,0,0
324197,N77y7iIIXuv,10,G,24.4,3,2,5,3,0,0,0,0,3,0,0,0,3,2,0,0,5,5,0,50
324220,N77y7iIIXuv,10,G,14.6,5,5,4,4,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0
324247,N77y7iIIXuv,10,N,18.8,5,5,3,3,0,0,0,0,0,0,0,0,2,0,0,1,5,5,0,10
324300,N77y7iIIXuv,10,G,11.6,2,2,0,2,1,0,1,0,2,0,0,0,2,0,0.2,1,4,5,0,0
324346,N77y7iIIXuv,10,G,9.8,4,2,3,4,1,0,0,0,2,0,0,1,1,1,0,1,4,3,0,2
324429,N77y7iIIXuv,10,G,7.8,3,3,1,2,2,0,0,0,0,0,0,2,1,0,0,2,3,5,0,7
324851,N77y7iIIXuv,10,G,42,4,4,8,3,0,0,1,0,0,0,0,0,3,0,0.2,0,5,5,1,47
324862,N77y7iIIXuv,10,N,16.2,5,1,-1,3,3,1,4,1,0,3,3,0,2,0,0.8,0,2,5,4,0
324894,N77y7iIIXuv,10,N,45.4,3,3,6,3,0,0,2,0,0,1,1,0,3,0,0.4,0,5,5,2,0
324972,N77y7iIIXuv,10,N,13.6,1,1,3,3,1,0,0,0,2,0,0,2,2,2,0,1,3,5,0,0
325021,N77y7iIIXuv,10,N,22.8,5,4,3,3,0,0,0,0,1,0,0,0,2,0,0,1,5,4,0,34
325289,N77y7iIIXuv,10,N,21.4,3,4,0,4,0,0,0,0,1,0,0,0,2,0,0,1,5,5,0,17.5
325563,N77y7iIIXuv,10,G,16.6,4,3,8,4,1,0,1,0,1,0,0,0,2,0,0.2,0,4,2,1,14
326051,N77y7iIIXuv,10,G,22,2,1,7,4,0,0,1,0,2,0,0,1,4,2,0.2,0,5,5,1,0
326228,N77y7iIIXuv,10,N,32.2,5,4,2,2,0,0,0,0,1,0,0,0,3,0,0,2,5,5,0,44
326380,N7RB2G4NbCn,1,N,21.4,3,3,3,4,1,0,1,0,1,0,0,0,2,0,0.2,1,4,5,0,11
326439,N7RB2G4NbCn,1,N,18.6,3,4,5,2,0,0,0,0,0,0,0,1,3,0,0,0,5,5,0,0
326602,N7RB2G4NbCn,1,N,17.6,3,3,2,3,1,0,0,0,2,0,0,0,2,1,0,1,4,5,0,137
326614,N7RB2G4NbCn,1,N,36.2,4,3,8,3,0,0,0,0,1,0,0,1,2,0,0,0,5,5,0,6.5
326625,N7RB2G4NbCn,1,N,18.2,2,1,0,4,1,0,1,0,3,0,0,0,1,2,0.2,2,4,5,0,10
326710,N7RB2G4NbCn,1,G,8.6,0,0,0,3,1,0,2,0,3,0,0,0,1,3,0.4,3,3,5,1,123.5
326790,N7RB2G4NbCn,1,N,25.4,5,4,2,3,0,0,0,0,1,0,0,0,3,0,0,2,5,5,0,9
327192,N7RB2G4NbCn,1,N,27.8,5,5,7,4,1,0,0,0,0,0,0,0,4,0,0,0,4,2,0,26
327458,N7RB2G4NbCn,1,G,93.8,2,2,3,2,0,0,0,0,2,0,0,1,4,2,0,1,5,0,0,0
327506,N7RB2G4NbCn,1,G,13.2,0,0,0,3,1,0,1,0,4,0,0,0,2,3,0.2,1,4,5,0,39
327578,N7RB2G4NbCn,1,G,28.6,2,2,0,3,1,0,1,0,2,0,0,0,3,1,0.2,1,4,5,0,58
327625,N7RB2G4NbCn,1,G,11.8,0,0,0,2,1,0,2,0,1,0,0,2,2,1,0.4,2,4,5,1,38
327715,N7RB2G4NbCn,1,N,48,4,2,0,4,0,0,0,0,2,0,0,1,2,0,0,2,5,4,0,67
327742,N7RB2G4NbCn,1,G,48,0,0,0,3,1,0,1,0,2,0,0,2,3,1,0.2,1,4,5,0,17
327753,N7RB2G4NbCn,1,G,96.2,1,0,0,4,1,0,1,0,4,0,0,0,1,3,0.2,1,4,5,0,60
327810,N7RB2G4NbCn,1,N,76,1,1,0,3,1,0,1,0,3,0,0,0,4,2,0.2,1,4,5,0,48.67
327935,N7RB2G4NbCn,1,G,22.8,2,0,0,2,2,0,1,0,3,0,0,1,3,2,0.2,2,3,5,0,60.2
328441,N7RB2G4NbCn,1,G,23.4,5,5,11,3,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,38.33
328452,N7RB2G4NbCn,1,N,80,4,4,8,3,0,0,0,0,0,0,0,1,2,0,0,0,5,5,0,0
328463,N7RB2G4NbCn,1,G,9,5,5,3,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,8
328496,N7RB2G4NbCn,1,G,43.4,2,2,0,4,0,0,0,0,2,0,0,1,2,0,0,1,5,3,0,0
328529,N7RB2G4NbCn,1,N,75.4,2,2,0,3,1,0,1,0,1,0,0,1,2,0,0.2,2,4,4,0,0
328807,N7RB2G4NbCn,1,N,5.8,2,1,0,4,1,0,1,0,3,0,0,0,1,2,0.2,3,4,5,1,11
328831,N7RB2G4NbCn,1,N,30.4,4,2,7,4,0,0,0,0,1,0,0,2,3,0,0,0,5,3,0,14
328842,N9eV0EGVC6j,5,N,35.2,3,2,14,3,1,0,0,0,2,0,0,1,5,1,0,0,4,5,0,38.33
328921,N9eV0EGVC6j,5,G,16,3,4,5,3,0,0,0,0,1,0,0,0,3,0,0,0,5,5,0,12
329769,N9eV0EGVC6j,5,G,28,3,2,3,3,1,0,0,0,3,0,0,0,2,2,0,1,3,0,0,18.25
329867,N9eV0EGVC6j,5,G,16,3,5,3,2,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0
329884,N9eV0EGVC6j,5,G,7.8,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0
330014,N9eV0EGVC6j,5,N,58.4,5,5,8,4,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,3.75
331050,N9eV0EGVC6j,5,G,8,0,0,0,4,2,0,1,0,3,0,0,1,1,2,0.2,2,3,5,0,0
331131,N9eV0EGVC6j,5,N,19.2,4,1,6,4,0,0,0,0,1,0,0,3,2,0,0,0,5,1,0,0
331148,N9eV0EGVC6j,5,N,23.6,5,5,5,4,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,22.5
331453,N9eV0EGVC6j,5,N,40.4,5,5,4,3,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,2
332906,N9eV0EGVC6j,5,N,18.6,4,2,1,3,0,0,1,0,2,0,0,0,3,0,0.2,1,5,5,1,0
333087,c1zVCHxCEz,6,N,11.6,5,5,6,3,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,22.33
333185,c1zVCHxCEz,6,N,7.6,5,5,3,3,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,15
333303,c1zVCHxCEz,6,N,7.4,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,2,4,5,0,16.5
333478,c1zVCHxCEz,6,N,16.2,5,5,7,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0
333629,c1zVCHxCEz,6,N,4.6,2,3,2,2,0,0,1,0,0,0,0,1,0,0,0.2,1,4,1,0,0
333659,c1zVCHxCEz,6,G,6.4,3,4,3,3,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,8
333722,c1zVCHxCEz,6,N,14.8,2,3,6,4,1,0,1,0,0,0,0,1,1,0,0.2,0,3,1,1,0
333855,c1zVCHxCEz,6,N,8.2,3,1,3,3,1,0,0,0,1,0,0,3,0,0,0,1,4,3,0,7.5
333966,c1zVCHxCEz,6,N,14.8,5,5,7,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0
333981,c1zVCHxCEz,6,N,8.8,5,5,1,4,0,0,0,0,0,0,0,0,1,0,0,2,5,5,0,0
334019,c1zVCHxCEz,6,N,10.2,5,5,3,3,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,28.75
334030,c1zVCHxCEz,6,G,18,3,2,4,3,1,0,0,0,2,0,0,1,2,2,0,0,4,5,0,0
334493,c1zVCHxCEz,6,N,20.6,5,5,9,3,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,4
335073,c1zVCHxCEz,6,N,5,3,4,1,3,1,0,0,0,0,0,0,1,1,0,0,3,4,4,0,12.5
335285,c1zVCHxCEz,6,G,11,3,4,7,2,0,0,0,0,1,0,0,0,1,0,0,0,5,2,0,81
335571,c1zVCHxCEz,6,N,8.4,3,4,0,4,3,1,1,0,0,0,0,0,1,0,0.2,2,2,5,1,0
336185,c1zVCHxCEz,6,N,5.6,2,3,0,2,1,0,1,0,1,0,0,0,0,0,0.2,2,4,5,1,0
336343,c1zVCHxCEz,6,G,2.8,2,1,0,3,1,0,1,0,3,0,0,0,0,2,0.2,3,4,5,0,0
336408,c1zVCHxCEz,6,N,5.6,3,4,0,4,0,0,0,0,1,0,0,0,1,0,0,2,5,5,0,9.75
336512,c1zVCHxCEz,6,N,15.4,4,4,2,4,0,0,0,0,0,0,0,1,1,0,0,1,4,5,0,15.5
336536,c1zVCHxCEz,6,G,14.6,2,1,0,4,2,0,1,0,3,0,0,0,1,2,0.2,3,3,5,0,62
336604,c1zVCHxCEz,6,N,11,5,5,4,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,7
338083,c1zVCHxCEz,6,N,10.2,5,5,2,3,0,0,0,0,0,0,0,0,1,0,0,1,5,3,0,0
338189,c1zVCHxCEz,6,N,7.8,4,5,1,4,0,0,0,0,0,0,0,0,1,0,0,2,5,3,0,25
338869,c1zVCHxCEz,6,G,4.6,3,2,0,3,1,0,2,0,1,1,1,0,0,0,0.4,2,3,4,1,5
338897,c1zVCHxCEz,6,G,13.8,2,1,7,3,0,0,0,0,3,0,0,1,2,1,0,0,5,5,0,65.8
338913,c1zVCHxCEz,6,G,13.6,3,3,6,4,0,0,1,0,1,0,0,0,1,0,0.2,0,5,2,0,15.5
338947,c1zVCHxCEz,6,N,20.6,4,2,5,4,2,0,1,0,0,0,0,2,2,0,0.2,0,3,5,1,8.5
338991,c1zVCHxCEz,6,N,27,4,5,4,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,5
339006,c1zVCHxCEz,6,G,6,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0.2,1,5,5,1,0
339410,c1zVCHxCEz,6,N,13.8,5,5,6,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,6
339824,c1zVCHxCEz,6,N,10.8,5,5,2,4,0,0,0,0,0,0,0,0,1,0,0,1,5,5,0,10.33
339837,c1zVCHxCEz,6,N,10.4,5,5,1,3,0,0,0,0,0,0,0,0,2,0,0,2,5,5,0,0
340045,c1zVCHxCEz,6,G,65.2,2,2,0,4,1,0,1,0,1,0,0,1,3,0,0.2,2,4,5,0,18.5
340098,c1zVCHxCEz,6,N,25.2,4,3,1,4,0,0,0,0,2,0,0,0,2,1,0,2,5,5,0,4.5
340136,c1zVCHxCEz,6,G,4,3,3,0,2,1,0,1,0,1,0,0,0,0,0,0.2,2,4,5,0,0
340290,c1zVCHxCEz,6,N,58,2,0,13,4,0,0,1,0,4,0,0,0,4,3,0.2,0,5,5,1,6
340310,c1zVCHxCEz,6,N,25.4,1,2,0,4,0,0,1,0,2,0,0,0,3,1,0.2,1,5,5,1,21.25
340395,c1zVCHxCEz,6,G,9.6,5,4,1,4,0,0,1,0,0,0,0,0,1,0,0.2,1,5,3,1,12
340460,c1zVCHxCEz,6,N,6.2,3,3,1,3,1,0,0,0,2,0,0,0,0,1,0,1,4,5,0,0
341258,c1zVCHxCEz,6,N,9,4,5,1,2,0,0,0,0,0,0,0,0,2,0,0,1,5,3,0,3
341381,c1zVCHxCEz,6,G,98.8,5,5,6,4,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,2
341552,c1zVCHxCEz,6,N,8.4,4,1,3,4,2,0,3,1,1,2,2,0,1,0,0.6,1,3,5,2,0
341624,c1zVCHxCEz,6,N,1.8,1,5,0,2,2,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0
341636,c1zVCHxCEz,6,N,8.8,2,1,3,4,2,0,0,0,0,0,0,4,1,0,0,1,3,5,0,0
341666,c1zVCHxCEz,6,N,16.4,5,4,3,4,0,0,0,0,1,0,0,0,2,0,0,1,5,4,0,0
344239,c1zVCHxCEz,6,G,17.4,4,4,2,4,0,0,0,0,0,0,0,1,1,0,0,2,5,4,0,84
344305,c1zVCHxCEz,6,G,8.2,2,1,0,3,1,0,1,0,1,0,0,2,2,0,0.2,2,4,5,0,11
344316,c1zVCHxCEz,6,G,7.6,5,0,3,4,2,0,0,0,1,0,0,4,1,1,0,1,3,5,0,7.67
344394,c1zVCHxCEz,6,N,12.6,4,2,5,3,0,0,0,0,3,0,0,0,2,1,0,0,5,5,0,0
344405,c1zVCHxCEz,6,G,5.4,2,1,-1,4,2,0,2,0,2,1,1,0,1,1,0.4,2,3,5,1,14.33
344476,f4fNYL73Z2,3,G,22,4,4,6,3,0,0,0,0,1,0,0,0,3,0,0,0,5,5,0,0
344574,f4fNYL73Z2,3,G,15,4,3,4,3,0,0,0,0,2,0,0,0,2,0,0,0,5,5,0,2
344635,f4fNYL73Z2,3,N,43.4,4,4,9,2,0,0,0,0,0,0,0,1,4,0,0,0,5,5,0,12
344698,f4fNYL73Z2,3,G,103.4,4,2,6,3,1,0,2,0,1,1,1,0,3,0,0.4,0,4,5,2,5
344812,f4fNYL73Z2,3,N,10,2,5,4,3,0,0,0,0,0,0,0,0,2,0,0,0,5,5,0,0
344868,f4fNYL73Z2,3,N,114.2,5,5,-1,3,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0
344890,f4fNYL73Z2,3,G,7.2,0,0,0,3,3,1,0,0,5,0,0,0,1,4,0,2,2,5,0,0
345059,f4fNYL73Z2,3,G,3.6,3,1,0,4,1,0,1,0,3,0,0,0,0,1,0.2,4,4,5,0,21.33
345124,f4fNYL73Z2,3,N,4.6,5,5,3,4,1,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0
345218,f4fNYL73Z2,3,G,22,4,3,15,3,0,0,0,0,2,0,0,0,5,1,0,0,5,5,0,0
345254,f4fNYL73Z2,3,N,111.6,5,5,3,4,0,0,0,0,0,0,0,0,3,0,0,1,5,5,0,7.5
345368,f4fNYL73Z2,3,G,11.6,5,4,2,4,1,0,0,0,1,0,0,0,1,0,0,1,4,5,0,31
345391,f4fNYL73Z2,3,N,6.6,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,7
345658,f4fNYL73Z2,3,G,16,5,4,7,4,0,0,0,0,0,0,0,1,3,0,0,0,5,0,0,15.5
345669,f4fNYL73Z2,3,G,46.6,3,5,6,4,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,35
345730,f4fNYL73Z2,3,N,11.2,3,4,-1,2,0,0,0,0,1,0,0,0,2,0,0,0,5,0,0,5.33
345742,f4fNYL73Z2,3,N,63.8,3,4,6,4,0,0,0,0,1,0,0,0,4,1,0,0,4,0,0,-1
345792,f4fNYL73Z2,3,N,54.2,2,3,2,4,0,0,0,0,2,0,0,0,2,0,0,2,5,5,0,3
345924,f4fNYL73Z2,3,G,4,0,0,0,4,1,0,2,0,3,0,0,0,1,3,0.4,4,4,5,1,0
346038,f4fNYL73Z2,3,N,6.8,2,2,0,2,2,0,1,0,2,0,0,0,1,1,0.2,2,3,5,0,19
346926,f4fNYL73Z2,3,N,34.6,3,4,4,3,0,0,0,0,0,0,0,1,3,0,0,0,5,4,0,36
347240,f4fNYL73Z2,3,G,25.2,4,1,-1,4,1,0,0,0,4,0,0,0,2,1,0,1,3,5,0,0
347318,f4fNYL73Z2,3,G,36.8,4,3,2,3,2,0,0,0,1,0,0,1,3,0,0,1,3,5,0,0
347464,Fx8d98DRud,7,G,17,4,0,0,4,3,1,1,0,4,0,0,0,1,0,0.2,2,2,5,0,9
347624,Fx8d98DRud,7,N,93.6,0,0,6,3,2,0,0,0,1,0,0,4,4,1,0,0,3,5,0,31
347674,Fx8d98DRud,7,G,14,4,3,6,3,0,0,1,0,1,0,0,0,2,0,0.2,0,5,5,1,9
347685,Fx8d98DRud,7,N,24.4,2,3,3,2,1,0,0,0,2,0,0,0,3,1,0,1,4,5,0,27
347696,Fx8d98DRud,7,N,15,2,1,11,3,2,0,0,0,3,0,0,1,3,2,0,0,3,5,0,7.5
347736,Fx8d98DRud,7,N,39.2,4,3,14,3,0,0,2,0,0,0,0,0,5,0,0.4,0,4,5,2,15
347786,Fx8d98DRud,7,G,25.4,0,0,0,3,1,0,1,0,4,0,0,0,3,4,0.2,1,4,5,0,28
347824,Fx8d98DRud,7,N,150.2,0,0,0,4,2,0,2,0,3,0,0,0,4,3,0.4,1,3,5,0,59.75
347972,Fx8d98DRud,7,N,17.2,5,1,5,3,1,0,1,0,3,0,0,0,3,0,0.2,0,3,5,1,28
347986,Fx8d98DRud,7,G,23.2,1,2,7,3,0,0,0,0,3,0,0,0,4,3,0,0,3,5,0,21
